sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q1284276,Wichí,país,Bolivia,Bolivia,Q750
Q1284276,Wichí,país,Paraguay,Paraguay,Q733
Q3485276,sirionó,instancia de,etnia,etnia,Q41710
Q2887850,ese'ejja,país,Bolivia,Bolivia,Q750
Q2887850,ese'ejja,país,Perú,Perú,Q419
Q1991133,Cayubabas,país,Bolivia,Bolivia,Q750
Q572484,yaminahua,instancia de,Composición étnica de Bolivia,Composición étnica de Bolivia,Q6091085
Q2963847,Chipaya,instancia de,grupo étnico,grupo étnico,Q2531956
Q3155979,Itonama,instancia de,etnia,etnia,Q41710
Q3449908,Tapietes,instancia de,grupo humano aislado,grupo humano aislado,Q3117863
Q3228749,Lecos,instancia de,etnia,etnia,Q41710
Q3449908,Tapietes,país,Bolivia,Bolivia,Q750
Q2967759,Chácobo,país,Bolivia,Bolivia,Q750
Q2887850,ese'ejja,instancia de,pueblos indígenas del Perú,pueblos indígenas del Perú,Q3557982
Q1284276,Wichí,instancia de,Composición étnica de Bolivia,Composición étnica de Bolivia,Q6091085
Q104444,Amish,instancia de,grupo etnorreligioso,grupo etnorreligioso,Q11197007
Q978494,Yuracaré,país,Bolivia,Bolivia,Q750
Q1882676,Machineris,instancia de,etnia,etnia,Q41710
Q2859546,Araonas,país,Bolivia,Bolivia,Q750
Q104444,Amish,país,Estados Unidos,Estados Unidos,Q30
Q104444,Amish,país,Argentina,Argentina,Q414
Q104444,Amish,país,Bolivia,Bolivia,Q750
Q104444,Amish,país,Canadá,Canadá,Q16
Q2887850,ese'ejja,instancia de,Composición étnica de Bolivia,Composición étnica de Bolivia,Q6091085
Q3324776,Mosetenes,instancia de,etnia,etnia,Q41710
Q2963847,Chipaya,país,Bolivia,Bolivia,Q750
Q2967759,Chácobo,instancia de,Composición étnica de Bolivia,Composición étnica de Bolivia,Q6091085
Q1284276,Wichí,instancia de,etnia,etnia,Q41710
Q3014846,Inmigración italiana en Bolivia,instancia de,migración humana,migración humana,Q177626
Q3014846,Inmigración italiana en Bolivia,país,Bolivia,Bolivia,Q750
Q3272100,Lípe,instancia de,tribu,tribu,Q133311
Q978494,Yuracaré,instancia de,Composición étnica de Bolivia,Composición étnica de Bolivia,Q6091085
Q1075938,Chola boliviana,país,Bolivia,Bolivia,Q750
Q2887850,ese'ejja,instancia de,etnia,etnia,Q41710
Q1552707,Chanés,país,Argentina,Argentina,Q414
Q1552707,Chanés,país,Bolivia,Bolivia,Q750
Q1552707,Chanés,país,Paraguay,Paraguay,Q733
Q1552707,Chanés,país,Uruguay,Uruguay,Q77
Q1552707,Chanés,país,Brasil,Brasil,Q155
Q1991133,Cayubabas,instancia de,etnia,etnia,Q41710
Q2826241,afroboliviano,país,Bolivia,Bolivia,Q750
Q793196,Ayoreo,instancia de,Indígenas del Paraguay,Indígenas del Paraguay,Q1265232
Q2963649,T'simane,país,Bolivia,Bolivia,Q750
Q3449908,Tapietes,instancia de,etnia,etnia,Q41710
Q2967759,Chácobo,instancia de,etnia,etnia,Q41710
Q2943324,Cavineños,país,Bolivia,Bolivia,Q750
Q793196,Ayoreo,país,Bolivia,Bolivia,Q750
Q1102274,Yawanawa,instancia de,pueblo indígena,pueblo indígena,Q103817
Q978494,Yuracaré,instancia de,etnia,etnia,Q41710
Q2859546,Araonas,instancia de,etnia,etnia,Q41710
Q3272100,Lípe,país,Bolivia,Bolivia,Q750
Q894069,Bororos (Brasil),instancia de,pueblo indígena,pueblo indígena,Q103817
Q1779257,Qolla,país,Bolivia,Bolivia,Q750
Q2892063,Baures,país,Bolivia,Bolivia,Q750
Q2963847,Chipaya,instancia de,etnia,etnia,Q41710
Q2963649,T'simane,instancia de,Composición étnica de Bolivia,Composición étnica de Bolivia,Q6091085
Q1542227,pueblo toba,país,Bolivia,Bolivia,Q750
Q3049373,Mojeños,país,Bolivia,Bolivia,Q750
Q1124221,Guarayos,país,Bolivia,Bolivia,Q750
Q1882676,Machineris,nombre en la lengua nativa,Manchineri,Manchineri,
Q2967759,Chácobo,nombre en la lengua nativa,Nóʔciria,Nóʔciria,
Q572484,yaminahua,nombre en la lengua nativa,Yaminawá,Yaminawá,
Q96392105,Maropa people,nativo de,Bolivia,Bolivia,Q750
Q12628680,Caranga,instancia de,etnia,etnia,Q41710
Q3312501,Pueblo chiquitano,nombre en la lengua nativa,Chiquitano,Chiquitano,
Q122825523,Asian Bolivians,país,Bolivia,Bolivia,Q750
Q104444,Amish,subclase de,suizos,suizos,Q124216
Q6158127,Bolivianos japoneses,país,Bolivia,Bolivia,Q750
Q6190027,Historia de los judíos en Bolivia,país,Bolivia,Bolivia,Q750
Q6091085,Composición étnica de Bolivia,subclase de,bolivianos,bolivianos,Q4357542
Q12639776,Piñoca,forma parte de,Chiquitoan,Chiquitoan,Q12645965
Q3573248,Yuqui,país,Bolivia,Bolivia,Q750
Q1102274,Yawanawa,país de origen,Bolivia,Bolivia,Q750
Q1102274,Yawanawa,país de origen,Perú,Perú,Q419
Q1102274,Yawanawa,país de origen,Brasil,Brasil,Q155
Q894069,Bororos (Brasil),nombre en la lengua nativa,Bororo,Bororo,
Q12644479,Vejoz,forma parte de,Wichí,Wichí,Q1284276
Q6190027,Historia de los judíos en Bolivia,subclase de,judíos,judíos,Q7325
Q12639776,Piñoca,instancia de,tribu,tribu,Q133311
Q894069,Bororos (Brasil),país de origen,Brasil,Brasil,Q155
Q115251891,Moré,instancia de,etnia,etnia,Q41710
Q6091085,Composición étnica de Bolivia,subclase de,pueblos indígenas de Sudamérica,pueblos indígenas de Sudamérica,Q1479328
Q12644479,Vejoz,instancia de,tribu,tribu,Q133311
Q48804523,Boliviani in Italia,país,Bolivia,Bolivia,Q750
Q96392105,Maropa people,instancia de,etnia,etnia,Q41710
Q3573248,Yuqui,instancia de,Composición étnica de Bolivia,Composición étnica de Bolivia,Q6091085
Q12639776,Piñoca,país,Bolivia,Bolivia,Q750
Q1882676,Machineris,país de origen,Bolivia,Bolivia,Q750
Q1882676,Machineris,país de origen,Perú,Perú,Q419
Q1882676,Machineris,país de origen,Brasil,Brasil,Q155
Q12645965,Chiquitoan,país,Bolivia,Bolivia,Q750
Q3312501,Pueblo chiquitano,país de origen,Bolivia,Bolivia,Q750
Q3312501,Pueblo chiquitano,país de origen,Brasil,Brasil,Q155
Q572484,yaminahua,país de origen,Bolivia,Bolivia,Q750
Q572484,yaminahua,país de origen,Perú,Perú,Q419
Q572484,yaminahua,país de origen,Brasil,Brasil,Q155
Q122825523,Asian Bolivians,instancia de,etnia,etnia,Q41710
Q1102274,Yawanawa,situado en la entidad territorial administrativa,Acre,Acre,Q40780
Q3513576,Tacana,nativo de,Amazonía de Bolivia,Amazonía de Bolivia,Q2841448
Q6158127,Bolivianos japoneses,instancia de,etnia,etnia,Q41710
Q6190027,Historia de los judíos en Bolivia,instancia de,etnia,etnia,Q41710
Q12644479,Vejoz,país,Argentina,Argentina,Q414
Q12644479,Vejoz,país,Bolivia,Bolivia,Q750
Q3573248,Yuqui,instancia de,etnia,etnia,Q41710
Q7826239,Toromonas,país,Bolivia,Bolivia,Q750
Q104444,Amish,nombre en la lengua nativa,Amisch,Amisch,
Q13191375,yura,instancia de,pueblo indígena,pueblo indígena,Q103817
Q6091085,Composición étnica de Bolivia,país,Bolivia,Bolivia,Q750
Q122825523,Asian Bolivians,forma parte de,Asian diaspora,Asian diaspora,Q112964467
Q1102274,Yawanawa,nombre en la lengua nativa,Yawanawá,Yawanawá,
Q104444,Amish,subclase de,alemanes,alemanes,Q42884
Q3513576,Tacana,país,Bolivia,Bolivia,Q750
Q48804523,Boliviani in Italia,instancia de,etnia,etnia,Q41710
Q6158127,Bolivianos japoneses,subclase de,Asian Bolivians,Asian Bolivians,Q122825523
Q85810011,Tomatas,instancia de,pueblo indígena,pueblo indígena,Q103817
Q7826239,Toromonas,instancia de,Composición étnica de Bolivia,Composición étnica de Bolivia,Q6091085
Q12645965,Chiquitoan,instancia de,etnia,etnia,Q41710
Q13191375,yura,país,Bolivia,Bolivia,Q750
Q13191375,yura,país,Perú,Perú,Q419
Q3513576,Tacana,instancia de,grupo de humanos,grupo de humanos,Q16334295
Q12628680,Caranga,país,Bolivia,Bolivia,Q750
Q894069,Bororos (Brasil),subclase de,Pueblos indígenas de Brasil,Pueblos indígenas de Brasil,Q1363781
Q3513576,Tacana,instancia de,Composición étnica de Bolivia,Composición étnica de Bolivia,Q6091085
Q7826239,Toromonas,instancia de,etnia,etnia,Q41710
Q85810011,Tomatas,país,Bolivia,Bolivia,Q750
Q3449908,Tapietes,forma parte de,guaraníes,guaraníes,Q46429
Q13191375,yura,país de origen,Brasil,Brasil,Q155
Q6158127,Bolivianos japoneses,forma parte de,diáspora japonesa,diáspora japonesa,Q1373538
Q6091085,Composición étnica de Bolivia,instancia de,etnia,etnia,Q41710
Q122825523,Asian Bolivians,instancia de,grupo étnico,grupo étnico,Q2531956
Q3513576,Tacana,instancia de,etnia,etnia,Q41710
Q13191375,yura,nombre en la lengua nativa,Nawa,Nawa,
Q122825523,Asian Bolivians,subclase de,Latinoamericanos asiáticos,Latinoamericanos asiáticos,Q4806687
Q6158127,Bolivianos japoneses,instancia de,grupo étnico,grupo étnico,Q2531956
Q115251891,Moré,nativo de,Bolivia,Bolivia,Q750
Q122825235,Asian Uruguayans,instancia de,grupo étnico,grupo étnico,Q2531956
Q19568891,Uruguayos bolivianos,país,Uruguay,Uruguay,Q77
Q122825235,Asian Uruguayans,subclase de,Latinoamericanos asiáticos,Latinoamericanos asiáticos,Q4806687
Q111828709,Inmigración gallega en Uruguay,instancia de,etnia,etnia,Q41710
Q16152135,Inmigración estadounidense en Uruguay,instancia de,etnia,etnia,Q41710
Q17014254,inmigración portuguesa en Uruguay,instancia de,grupo étnico,grupo étnico,Q2531956
Q21156324,Inmigración húngara en Uruguay,forma parte de,diáspora húngara,diáspora húngara,Q466395
Q17014254,inmigración portuguesa en Uruguay,forma parte de,diáspora portuguesa,diáspora portuguesa,Q3026388
Q122825235,Asian Uruguayans,país,Uruguay,Uruguay,Q77
Q30325081,Inmigración austriaca en Uruguay,país,Uruguay,Uruguay,Q77
Q21156324,Inmigración húngara en Uruguay,país,Uruguay,Uruguay,Q77
Q17014254,inmigración portuguesa en Uruguay,instancia de,migración humana,migración humana,Q177626
Q17014254,inmigración portuguesa en Uruguay,país,Uruguay,Uruguay,Q77
Q16152135,Inmigración estadounidense en Uruguay,subclase de,estadounidenses,estadounidenses,Q846570
Q19568891,Uruguayos bolivianos,instancia de,etnia,etnia,Q41710
Q122825235,Asian Uruguayans,instancia de,etnia,etnia,Q41710
Q17103818,Uruguayans in Venezuela,país,Venezuela,Venezuela,Q717
Q17103818,Uruguayans in Venezuela,país,Uruguay,Uruguay,Q77
Q21953169,inmigración venezolana en Uruguay,instancia de,migración humana,migración humana,Q177626
Q30325081,Inmigración austriaca en Uruguay,instancia de,etnia,etnia,Q41710
Q21156324,Inmigración húngara en Uruguay,instancia de,etnia,etnia,Q41710
Q21953169,inmigración venezolana en Uruguay,país,Uruguay,Uruguay,Q77
Q19568891,Uruguayos bolivianos,subclase de,uruguayos,uruguayos,Q7901501
Q122825235,Asian Uruguayans,forma parte de,Asian diaspora,Asian diaspora,Q112964467
Q19568891,Uruguayos bolivianos,forma parte de,Bolivian diaspora,Bolivian diaspora,Q131624310
Q111828709,Inmigración gallega en Uruguay,instancia de,migración humana,migración humana,Q177626
Q111828709,Inmigración gallega en Uruguay,país,Uruguay,Uruguay,Q77
Q17103818,Uruguayans in Venezuela,instancia de,etnia,etnia,Q41710
Q21156324,Inmigración húngara en Uruguay,subclase de,magiares,magiares,Q133032
Q21953169,inmigración venezolana en Uruguay,instancia de,etnia,etnia,Q41710
Q102251,sefardíes,país,Argentina,Argentina,Q414
Q102251,sefardíes,país,Venezuela,Venezuela,Q717
Q102251,sefardíes,país,Israel,Israel,Q801
Q102251,sefardíes,país,Italia,Italia,Q38
Q102251,sefardíes,país,Francia,Francia,Q142
Q102251,sefardíes,país,Turquía,Turquía,Q43
Q102251,sefardíes,país,Uruguay,Uruguay,Q77
Q102251,sefardíes,país,Marruecos,Marruecos,Q1028
Q102251,sefardíes,país,Canadá,Canadá,Q16
Q102251,sefardíes,país,Bulgaria,Bulgaria,Q219
Q102251,sefardíes,país,Croacia,Croacia,Q224
Q102251,sefardíes,país,Eslovenia,Eslovenia,Q215
Q50001,italianos,nombre en la lengua nativa,italiani,italiani,
Q102251,sefardíes,subclase de,judíos,judíos,Q7325
Q1552707,Chanés,instancia de,etnia,etnia,Q41710
Q4260945,Inmigración libanesa en Uruguay,instancia de,etnia,etnia,Q41710
Q102251,sefardíes,forma parte de,judíos,judíos,Q7325
Q1398726,Yaro,país,Argentina,Argentina,Q414
Q1398726,Yaro,país,Uruguay,Uruguay,Q77
Q50001,italianos,subclase de,pueblos latinos,pueblos latinos,Q3157225
Q6158325,Uruguayos japoneses,instancia de,etnia,etnia,Q41710
Q50001,italianos,instancia de,pueblo,pueblo,Q2472587
Q2407780,Guenoa,instancia de,etnia,etnia,Q41710
Q50001,italianos,forma parte de,pueblos latinos,pueblos latinos,Q3157225
Q16150657,Inmigración británica en Uruguay,instancia de,etnia,etnia,Q41710
Q4867856,Inmigración vasca en Uruguay,instancia de,grupo étnico,grupo étnico,Q2531956
Q527478,Charrúa,instancia de,pueblo indígena,pueblo indígena,Q103817
Q4867856,Inmigración vasca en Uruguay,forma parte de,diáspora vasca,diáspora vasca,Q3026381
Q50001,italianos,país,Mónaco,Mónaco,Q235
Q50001,italianos,país,Rumania,Rumania,Q218
Q50001,italianos,país,Suiza,Suiza,Q39
Q50001,italianos,país,Estados Unidos,Estados Unidos,Q30
Q50001,italianos,país,España,España,Q29
Q50001,italianos,país,Argentina,Argentina,Q414
Q50001,italianos,país,Chile,Chile,Q298
Q50001,italianos,país,Ecuador,Ecuador,Q736
Q50001,italianos,país,Paraguay,Paraguay,Q733
Q50001,italianos,país,Venezuela,Venezuela,Q717
Q50001,italianos,país,Australia,Australia,Q408
Q50001,italianos,país,Perú,Perú,Q419
Q50001,italianos,país,Sudáfrica,Sudáfrica,Q258
Q50001,italianos,país,Alemania,Alemania,Q183
Q50001,italianos,país,Italia,Italia,Q38
Q50001,italianos,país,Francia,Francia,Q142
Q50001,italianos,país,Reino Unido,Reino Unido,Q145
Q50001,italianos,país,Rusia,Rusia,Q159
Q50001,italianos,país,Uruguay,Uruguay,Q77
Q50001,italianos,país,Brasil,Brasil,Q155
Q50001,italianos,país,Canadá,Canadá,Q16
Q50001,italianos,país,Bélgica,Bélgica,Q31
Q50001,italianos,país,Luxemburgo,Luxemburgo,Q32
Q50001,italianos,país,Croacia,Croacia,Q224
Q102251,sefardíes,instancia de,etnia,etnia,Q41710
Q4260945,Inmigración libanesa en Uruguay,subclase de,Asian Uruguayans,Asian Uruguayans,Q122825235
Q8344747,Chanás,país,Argentina,Argentina,Q414
Q8344747,Chanás,país,Uruguay,Uruguay,Q77
Q50001,italianos,país,México,México,Q96
Q6158325,Uruguayos japoneses,subclase de,Asian Uruguayans,Asian Uruguayans,Q122825235
Q50001,italianos,subclase de,habitante,habitante,Q22947
Q50001,italianos,nativo de,Italia,Italia,Q38
Q4867856,Inmigración vasca en Uruguay,país,Uruguay,Uruguay,Q77
Q527478,Charrúa,país,Argentina,Argentina,Q414
Q527478,Charrúa,país,Uruguay,Uruguay,Q77
Q6071606,Pueblos indígenas del Uruguay,subclase de,uruguayos,uruguayos,Q7901501
Q102251,sefardíes,forma parte de,Q136592778,,Q136592778
Q6158325,Uruguayos japoneses,forma parte de,diáspora japonesa,diáspora japonesa,Q1373538
Q6071606,Pueblos indígenas del Uruguay,subclase de,pueblos indígenas de Sudamérica,pueblos indígenas de Sudamérica,Q1479328
Q50001,italianos,subclase de,europeos occidentales,europeos occidentales,Q101094841
Q4260945,Inmigración libanesa en Uruguay,instancia de,grupo étnico,grupo étnico,Q2531956
Q527478,Charrúa,país de origen,Argentina,Argentina,Q414
Q527478,Charrúa,país de origen,Brasil,Brasil,Q155
Q4260945,Inmigración libanesa en Uruguay,forma parte de,diáspora libanesa,diáspora libanesa,Q3026387
Q50001,italianos,instancia de,etnia,etnia,Q41710
Q50001,italianos,instancia de,población humana,población humana,Q33829
Q50001,italianos,idioma oficial,italiano,italiano,Q652
Q8344747,Chanás,instancia de,etnia,etnia,Q41710
Q1398726,Yaro,instancia de,indígenas de América,indígenas de América,Q36747
Q6158325,Uruguayos japoneses,instancia de,grupo étnico,grupo étnico,Q2531956
Q6071606,Pueblos indígenas del Uruguay,instancia de,pueblo indígena,pueblo indígena,Q103817
Q1552707,Chanés,país,Argentina,Argentina,Q414
Q1552707,Chanés,país,Bolivia,Bolivia,Q750
Q1552707,Chanés,país,Paraguay,Paraguay,Q733
Q1552707,Chanés,país,Uruguay,Uruguay,Q77
Q1552707,Chanés,país,Brasil,Brasil,Q155
Q4260945,Inmigración libanesa en Uruguay,país,Uruguay,Uruguay,Q77
Q4867856,Inmigración vasca en Uruguay,instancia de,etnia,etnia,Q41710
Q16152135,Inmigración estadounidense en Uruguay,país,Uruguay,Uruguay,Q77
Q3827345,Inmigración armenia en Uruguay,instancia de,migración humana,migración humana,Q177626
Q6158325,Uruguayos japoneses,país,Uruguay,Uruguay,Q77
Q3827345,Inmigración armenia en Uruguay,país,Uruguay,Uruguay,Q77
Q2407780,Guenoa,país,Uruguay,Uruguay,Q77
Q102251,sefardíes,nombre en la lengua nativa,סְפָרַדִּים,סְפָרַדִּים,
Q527478,Charrúa,nombre en la lengua nativa,Charrua,Charrua,
Q6071606,Pueblos indígenas del Uruguay,país,Uruguay,Uruguay,Q77
Q16150657,Inmigración británica en Uruguay,forma parte de,British Latin American,British Latin American,Q4970234
Q3827345,Inmigración armenia en Uruguay,instancia de,minoría nacional,minoría nacional,Q769696
Q16150657,Inmigración británica en Uruguay,instancia de,migración humana,migración humana,Q177626
Q16150657,Inmigración británica en Uruguay,país,Uruguay,Uruguay,Q77
Q102251,sefardíes,país,Estados Unidos,Estados Unidos,Q30
Q102251,sefardíes,país,España,España,Q29
Q863927,Garífuna,subclase de,diáspora africana,diáspora africana,Q385967
Q863927,Garífuna,instancia de,grupo étnico,grupo étnico,Q2531956
Q45914,Pueblos mayenses,instancia de,civilización mesoamericana,civilización mesoamericana,Q116795925
Q18357154,inmigración alemana en Guatemala,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q4690180,Afro-Guatemalan,país,Guatemala,Guatemala,Q774
Q187897,cultura tolteca,instancia de,pueblo indígena,pueblo indígena,Q103817
Q6432058,Inmigración coreana en Guatemala,instancia de,etnia,etnia,Q41710
Q3172654,Tectiteco,nativo de,Chiapas,Chiapas,Q60123
Q863927,Garífuna,país,Guatemala,Guatemala,Q774
Q863927,Garífuna,país,Honduras,Honduras,Q783
Q863927,Garífuna,país,Nicaragua,Nicaragua,Q811
Q5916651,Inmigración salvadoreña en Guatemala,país,Guatemala,Guatemala,Q774
Q5916503,Inmigración estadounidense en Guatemala,país,Guatemala,Guatemala,Q774
Q18357154,inmigración alemana en Guatemala,subclase de,alemanes en el exterior,alemanes en el exterior,Q779169
Q187897,cultura tolteca,país,Guatemala,Guatemala,Q774
Q187897,cultura tolteca,país,México,México,Q96
Q3172654,Tectiteco,instancia de,etnia,etnia,Q41710
Q18357154,inmigración alemana en Guatemala,instancia de,migración humana,migración humana,Q177626
Q2563726,Mam,país,Guatemala,Guatemala,Q774
Q1137419,quiché,instancia de,etnia,etnia,Q41710
Q45914,Pueblos mayenses,país,El Salvador,El Salvador,Q792
Q45914,Pueblos mayenses,país,Guatemala,Guatemala,Q774
Q45914,Pueblos mayenses,país,Honduras,Honduras,Q783
Q45914,Pueblos mayenses,país,Belice,Belice,Q242
Q18357154,inmigración alemana en Guatemala,país,Guatemala,Guatemala,Q774
Q2563726,Mam,país,México,México,Q96
Q45914,Pueblos mayenses,país,México,México,Q96
Q12627529,Balamihá,forma parte de,http://www.wikidata.org/.well-known/genid/dc6d64eccf3a68e8b6ab94cfb6c0144d,http://www.wikidata.org/.well-known/genid/dc6d64eccf3a68e8b6ab94cfb6c0144d,
Q1137419,quiché,forma parte de,Pueblos mayenses,Pueblos mayenses,Q45914
Q2804638,Chuj,país,Guatemala,Guatemala,Q774
Q1261048,Warao,nativo de,Surinam,Surinam,Q730
Q863927,Garífuna,país de origen,Estados Unidos,Estados Unidos,Q30
Q1261048,Warao,nativo de,Guatemala,Guatemala,Q774
Q1261048,Warao,nativo de,Venezuela,Venezuela,Q717
Q131607850,El Sur Resiste,instancia de,pueblo indígena,pueblo indígena,Q103817
Q863927,Garífuna,país de origen,Guatemala,Guatemala,Q774
Q863927,Garífuna,país de origen,Honduras,Honduras,Q783
Q863927,Garífuna,país de origen,Nicaragua,Nicaragua,Q811
Q863927,Garífuna,país de origen,Belice,Belice,Q242
Q131607850,El Sur Resiste,instancia de,organización sin fines de lucro,organización sin fines de lucro,Q163740
Q2804638,Chuj,país,México,México,Q96
Q2442920,Poqomchí,país,Guatemala,Guatemala,Q774
Q12638353,Nihaib,forma parte de,quiché,quiché,Q1137419
Q4690180,Afro-Guatemalan,instancia de,etnia,etnia,Q41710
Q131607850,El Sur Resiste,instancia de,movimiento campesino,movimiento campesino,Q131606427
Q131607850,El Sur Resiste,situado en la entidad territorial administrativa,península de Yucatán,península de Yucatán,Q130978
Q21955739,Inmigración belga en Guatemala,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q21070997,Russian Guatemalan,país,Guatemala,Guatemala,Q774
Q12638353,Nihaib,instancia de,tribu,tribu,Q133311
Q5916503,Inmigración estadounidense en Guatemala,instancia de,etnia,etnia,Q41710
Q131607850,El Sur Resiste,país,México,México,Q96
Q1261048,Warao,instancia de,etnia,etnia,Q41710
Q2563726,Mam,instancia de,etnia,etnia,Q41710
Q45914,Pueblos mayenses,instancia de,etnia,etnia,Q41710
Q18357154,inmigración alemana en Guatemala,instancia de,etnia,etnia,Q41710
Q2804638,Chuj,instancia de,etnia,etnia,Q41710
Q12638353,Nihaib,país,Guatemala,Guatemala,Q774
Q12626526,Acul-Vinac,forma parte de,guatemaltecos,guatemaltecos,Q20826647
Q2442920,Poqomchí,instancia de,etnia,etnia,Q41710
Q21955739,Inmigración belga en Guatemala,país,Guatemala,Guatemala,Q774
Q12627529,Balamihá,instancia de,tribu,tribu,Q133311
Q12626526,Acul-Vinac,instancia de,tribu,tribu,Q133311
Q863927,Garífuna,subclase de,punto,punto,Q172008
Q863927,Garífuna,subclase de,pueblo indígena,pueblo indígena,Q103817
Q6432058,Inmigración coreana en Guatemala,país,Guatemala,Guatemala,Q774
Q21070997,Russian Guatemalan,instancia de,etnia,etnia,Q41710
Q863927,Garífuna,país,Honduras británica,Honduras británica,Q1643555
Q3172654,Tectiteco,nativo de,Departamento de Huehuetenango,Departamento de Huehuetenango,Q842266
Q12627529,Balamihá,país,Guatemala,Guatemala,Q774
Q12626526,Acul-Vinac,país,Guatemala,Guatemala,Q774
Q3172654,Tectiteco,país,Guatemala,Guatemala,Q774
Q1137419,quiché,país,Guatemala,Guatemala,Q774
Q5916651,Inmigración salvadoreña en Guatemala,instancia de,diáspora o inmigración según país de origen y destino,diáspora o inmigración según país de origen y destino,Q117430967
Q3172654,Tectiteco,país,México,México,Q96
Q863927,Garífuna,subclase de,diáspora africana,diáspora africana,Q385967
Q28503175,Inmigración alemana en Honduras,instancia de,migración humana,migración humana,Q177626
Q28503175,Inmigración alemana en Honduras,país,Honduras,Honduras,Q783
Q863927,Garífuna,instancia de,grupo étnico,grupo étnico,Q2531956
Q45914,Pueblos mayenses,instancia de,civilización mesoamericana,civilización mesoamericana,Q116795925
Q863927,Garífuna,país,Guatemala,Guatemala,Q774
Q863927,Garífuna,país,Honduras,Honduras,Q783
Q863927,Garífuna,país,Nicaragua,Nicaragua,Q811
Q202860,Tolupanes,país,Honduras,Honduras,Q783
Q5037580,Caracoles,instancia de,etnia,etnia,Q41710
Q45914,Pueblos mayenses,país,El Salvador,El Salvador,Q792
Q45914,Pueblos mayenses,país,Guatemala,Guatemala,Q774
Q45914,Pueblos mayenses,país,Honduras,Honduras,Q783
Q45914,Pueblos mayenses,país,Belice,Belice,Q242
Q16622993,pueblos indígenas de Honduras,instancia de,etnia,etnia,Q41710
Q45914,Pueblos mayenses,país,México,México,Q96
Q5677550,Inmigración española en Honduras,instancia de,migración humana,migración humana,Q177626
Q863927,Garífuna,país de origen,Estados Unidos,Estados Unidos,Q30
Q863927,Garífuna,país de origen,Guatemala,Guatemala,Q774
Q863927,Garífuna,país de origen,Honduras,Honduras,Q783
Q863927,Garífuna,país de origen,Nicaragua,Nicaragua,Q811
Q863927,Garífuna,país de origen,Belice,Belice,Q242
Q5677550,Inmigración española en Honduras,país,Honduras,Honduras,Q783
Q28503175,Inmigración alemana en Honduras,nombre en la lengua nativa,Alemanes en Honduras,Alemanes en Honduras,
Q28503175,Inmigración alemana en Honduras,instancia de,etnia,etnia,Q41710
Q202860,Tolupanes,instancia de,etnia,etnia,Q41710
Q45914,Pueblos mayenses,instancia de,etnia,etnia,Q41710
Q2065318,Pech,país,Honduras,Honduras,Q783
Q16578799,Inmigración china en Honduras,país,Honduras,Honduras,Q783
Q5037580,Caracoles,subclase de,Afrocaribeños,Afrocaribeños,Q2050339
Q5677550,Inmigración española en Honduras,instancia de,etnia,etnia,Q41710
Q128803539,Payas,nativo de,Honduras,Honduras,Q783
Q863927,Garífuna,subclase de,punto,punto,Q172008
Q863927,Garífuna,subclase de,pueblo indígena,pueblo indígena,Q103817
Q863927,Garífuna,país,Honduras británica,Honduras británica,Q1643555
Q16578799,Inmigración china en Honduras,instancia de,comunidad étnica,comunidad étnica,Q25380035
Q5037580,Caracoles,país,Honduras,Honduras,Q783
Q2065318,Pech,instancia de,etnia,etnia,Q41710
Q28503175,Inmigración alemana en Honduras,subclase de,alemanes en el exterior,alemanes en el exterior,Q779169
Q128803539,Payas,instancia de,etnia,etnia,Q41710
Q16622993,pueblos indígenas de Honduras,país,Honduras,Honduras,Q783
Q5139799,Cocolo,instancia de,comunidad étnica,comunidad étnica,Q25380035
Q4690176,Afrodominicanos,país,República Dominicana,República Dominicana,Q786
Q210623,taíno,subclase de,Lokono,Lokono,Q3258734
Q5119242,Ciguayos,instancia de,etnia,etnia,Q41710
Q210623,taíno,situado en la entidad territorial administrativa,Antillas,Antillas,Q166131
Q4690176,Afrodominicanos,instancia de,etnia,etnia,Q41710
Q210623,taíno,instancia de,pueblos indígenas de Sudamérica,pueblos indígenas de Sudamérica,Q1479328
Q210623,taíno,país,Cuba,Cuba,Q241
Q210623,taíno,país,Jamaica,Jamaica,Q766
Q210623,taíno,país,Estados Unidos,Estados Unidos,Q30
Q210623,taíno,país,República Dominicana,República Dominicana,Q786
Q210623,taíno,país,Haití,Haití,Q790
Q7408766,Estadounidenses de Samaná,país,República Dominicana,República Dominicana,Q786
Q5119242,Ciguayos,nativo de,Península de Samaná,Península de Samaná,Q2279055
Q7408766,Estadounidenses de Samaná,instancia de,comunidad étnica,comunidad étnica,Q25380035
Q210623,taíno,instancia de,etnia,etnia,Q41710
Q210623,taíno,subclase de,Pueblos indígenas de Estados Unidos,Pueblos indígenas de Estados Unidos,Q49297
Q5139799,Cocolo,país,República Dominicana,República Dominicana,Q786
Q5139799,Cocolo,país,Puerto Rico,Puerto Rico,Q1183
Q5119242,Ciguayos,país,República Dominicana,República Dominicana,Q786
Q4690176,Afrodominicanos,subclase de,afrolatinoamericano,afrolatinoamericano,Q3036435
Q4690176,Afrodominicanos,subclase de,Pueblo dominicano,Pueblo dominicano,Q3247924
