sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q251967,Ángel Zárraga,género,arte religioso,arte religioso,Q2864737
Q154842,Max Ernst,género,arte abstracto,arte abstracto,Q128115
Q464011,ليونور فينى,género,figura,figura,Q29527347
Q1435414,Xul Solar,movimiento,modernismo,modernismo,Q878985
Q1435414,Xul Solar,movimiento,futurismo,futurismo,Q131221
Q1435414,Xul Solar,movimiento,simbolismo,simbolismo,Q164800
Q272877,Fernando Botero,género,arte figurativo,arte figurativo,Q1622217
Q154842,Max Ernst,género,pintura del paisaje,pintura del paisaje,Q191163
Q464011,ليونور فينى,género,animalística,animalística,Q16875712
Q1288454,Vik Muniz,movimiento,arquitectura barroca,arquitectura barroca,Q840829
Q230499,Violeta Parra,género,nueva canción,nueva canción,Q1151259
Q154842,Max Ernst,género,figura,figura,Q29527347
Q1435414,Xul Solar,movimiento,modernismo catalán,modernismo catalán,Q1122677
Q276510,Ernesto Cardenal,género,poesía,poesía,Q482
Q463639,Ana Mendieta,género,retrato,retrato,Q134307
Q463639,Ana Mendieta,género,autorretrato,autorretrato,Q192110
Q1378325,Juan O'Gorman,movimiento,funcionalismo,funcionalismo,Q47942
Q48817,Ignacio Merino,género,escena de género,escena de género,Q214127
Q1793637,Di Cavalcanti,movimiento,modernismo,modernismo,Q878985
Q465342,Wifredo Lam,género,autorretrato,autorretrato,Q192110
Q463639,Ana Mendieta,género,videoarte,videoarte,Q682010
Q1435414,Xul Solar,movimiento,realismo mágico,realismo mágico,Q147516
Q154842,Max Ernst,género,animalística,animalística,Q16875712
Q467940,Charly García,género,folk rock,folk rock,Q186472
Q1435414,Xul Solar,movimiento,expresionismo alemán,expresionismo alemán,Q160476
Q463639,Ana Mendieta,género,performance,performance,Q213156
Q1807897,Laureano Ladrón de Guevara,movimiento,Generación del 13,Generación del 13,Q5876876
Q2117224,Alejandro Otero,movimiento,arte abstracto,arte abstracto,Q128115
Q332420,Rodrigo Arenas Betancourt,género,arte figurativo,arte figurativo,Q1622217
Q326813,Jorge Castillo,género,Informalismo,Informalismo,Q1054254
Q2343025,Armando Reverón,movimiento,modernismo,modernismo,Q34636
Q177313,Julio Le Parc,género,Op Art in America,Op Art in America,Q104011663
Q1791520,Lygia Clark,movimiento,movimiento antropofágico,movimiento antropofágico,Q2907232
Q1388990,Pedro Figari,movimiento,impresionismo americano,impresionismo americano,Q2477787
Q171128,Diego Rivera,género,social-artistic project,social-artistic project,Q57261466
Q312392,Lucio Fontana,género,Abstracción geométrica,Abstracción geométrica,Q2316866
Q465342,Wifredo Lam,género,arte figurativo,arte figurativo,Q1622217
Q472866,Luis César Amadori,género,tango,tango,Q14390274
Q266092,Dr. Atl,género,pintura del paisaje,pintura del paisaje,Q191163
Q24965,Benjamín Franklin Rawson,género,retrato pictórico,retrato pictórico,Q1400853
Q332041,José Clemente Orozco,género,mural,mural,Q219423
Q332041,José Clemente Orozco,género,escena de género,escena de género,Q214127
Q312392,Lucio Fontana,género,arte abstracto,arte abstracto,Q128115
Q1797092,Manuel de Araújo Porto-Alegre,movimiento,Romanticismo,Romanticismo,Q37068
Q2566694,Antonio Berni,movimiento,realismo social,realismo social,Q837024
Q1343964,Enrique Chagoya,movimiento,arte contemporáneo,arte contemporáneo,Q186030
Q263730,Alejandro Jodorowsky,género,ciencia ficción,ciencia ficción,Q24925
Q1337425,Emilio Boggio,movimiento,impresionismo,impresionismo,Q40415
Q48817,Ignacio Merino,género,pintura de historia,pintura de historia,Q742333
Q186630,Ernesto Sabato,género,poesía,poesía,Q482
Q186630,Ernesto Sabato,género,ensayo,ensayo,Q35760
Q1788014,Alfredo Volpi,movimiento,modernismo,modernismo,Q878985
Q312392,Lucio Fontana,género,figura,figura,Q29527347
Q177313,Julio Le Parc,género,arte cinético,arte cinético,Q466521
Q263552,Ana Maria Machado,género,literatura infantil,literatura infantil,Q131539
Q450236,Roberto Matta,género,arte abstracto,arte abstracto,Q128115
Q467940,Charly García,género,rock sinfónico,rock sinfónico,Q719927
Q315647,David Alfaro Siqueiros,género,gráficos,gráficos,Q1027879
Q28819,Edward Telleria,género,pintura floral,pintura floral,Q12303833
Q1435414,Xul Solar,movimiento,surrealismo,surrealismo,Q39427
Q216342,Ernesto De Fiori,género,retrato,retrato,Q134307
Q1379000,Pedro Lira Rencoret,movimiento,realismo,realismo,Q10857409
Q290331,Elizabeth Catlett,género,social-artistic project,social-artistic project,Q57261466
Q177313,Julio Le Parc,género,arte abstracto,arte abstracto,Q128115
Q466165,Carlos Latuff,género,dibujo humorístico,dibujo humorístico,Q627603
Q83484,Anthony Quinn,género,wéstern,wéstern,Q21590660
Q276510,Ernesto Cardenal,género,lírica,lírica,Q3326349
Q1685716,Alfredo Ramos Martínez,movimiento,modernismo,modernismo,Q878985
Q1791605,Djanira da Motta e Silva,movimiento,modernismo,modernismo,Q878985
Q467940,Charly García,género,rock,rock,Q11399
Q467940,Charly García,género,rapear,rapear,Q6010
Q351430,Luis Nishizawa Flores,género,pintura del paisaje,pintura del paisaje,Q191163
Q233207,Leonora Carrington,género,pintura mitológica,pintura mitológica,Q3374376
Q438248,Marisol Escobar,género,assemblage,assemblage,Q262343
Q251967,Ángel Zárraga,género,retrato,retrato,Q134307
Q251967,Ángel Zárraga,género,bodegón,bodegón,Q170571
Q251967,Ángel Zárraga,género,escena de género,escena de género,Q214127
Q351618,Francisco Zúñiga,género,arte figurativo,arte figurativo,Q1622217
Q1378152,Romero Britto,movimiento,arte pop,arte pop,Q134147
Q233207,Leonora Carrington,género,pintura de personaje,pintura de personaje,Q5448026
Q464011,ليونور فينى,género,retrato,retrato,Q134307
Q464011,ليونور فينى,género,bodegón,bodegón,Q170571
Q1709043,José Bernal,movimiento,posmodernismo,posmodernismo,Q47783
Q491787,Claudio Bravo,género,retrato,retrato,Q134307
Q5588,Frida Kahlo,género,retrato,retrato,Q134307
Q5588,Frida Kahlo,género,autorretrato,autorretrato,Q192110
Q491787,Claudio Bravo,género,bodegón,bodegón,Q170571
Q5588,Frida Kahlo,género,retrato pictórico,retrato pictórico,Q1400853
Q272877,Fernando Botero,género,retrato,retrato,Q134307
Q1288454,Vik Muniz,movimiento,arte contemporáneo,arte contemporáneo,Q186030
Q154842,Max Ernst,género,retrato,retrato,Q134307
Q1378152,Romero Britto,movimiento,Neo-pop,Neo-pop,Q3347103
Q272877,Fernando Botero,género,alegoría,alegoría,Q2839016
Q438248,Marisol Escobar,género,arte figurativo,arte figurativo,Q1622217
Q467940,Charly García,género,rock progresivo,rock progresivo,Q49451
Q331376,Eduardo Kac,género,Bioarte,Bioarte,Q2561815
Q464011,ليونور فينى,género,arte figurativo,arte figurativo,Q1622217
Q657493,Cildo Meireles,género,instalación,instalación,Q212431
Q177313,Julio Le Parc,premio recibido,Premio Konex de Brillante,Premio Konex de Brillante,Q56872155
Q657493,Cildo Meireles,género,arte abstracto,arte abstracto,Q128115
Q599006,Milton Becerra,género,arte abstracto,arte abstracto,Q128115
Q186630,Ernesto Sabato,premio recibido,Gran Premio de Honor de la SADE,Gran Premio de Honor de la SADE,Q16621605
Q229972,Catalina Sandino,premio recibido,Anexo:Independent Spirit Award a la mejor actriz protagonista,Anexo:Independent Spirit Award a la mejor actriz protagonista,Q2544851
Q1840495,Edgard de Souza,género,arte figurativo,arte figurativo,Q1622217
Q263730,Alejandro Jodorowsky,premio recibido,Leopardo de Honor,Leopardo de Honor,Q674146
Q229972,Catalina Sandino,premio recibido,Anexo:Oso de Plata a la mejor interpretación femenina,Anexo:Oso de Plata a la mejor interpretación femenina,Q376834
Q1288454,Vik Muniz,género,retrato,retrato,Q134307
Q230499,Violeta Parra,premio recibido,Salón de Fama del Grammy Latino,Salón de Fama del Grammy Latino,Q18345362
Q230499,Violeta Parra,premio recibido,Pabellón de la Fama de los Compositores Latinos,Pabellón de la Fama de los Compositores Latinos,Q18388574
Q186630,Ernesto Sabato,premio recibido,Premio Internacional Menéndez Pelayo,Premio Internacional Menéndez Pelayo,Q5550285
Q186630,Ernesto Sabato,premio recibido,Medalla de Oro del Círculo de Bellas Artes,Medalla de Oro del Círculo de Bellas Artes,Q6354142
Q186630,Ernesto Sabato,premio recibido,Premio Miguel de Cervantes,Premio Miguel de Cervantes,Q81466
Q1287114,Edmundo Font López,género,arte abstracto,arte abstracto,Q128115
Q727090,Dorival Caymmi,género,música popular brasileña,música popular brasileña,Q1046768
Q520713,Joaquín Torres García,género,arte abstracto,arte abstracto,Q128115
Q604340,Hélio Oiticica,género,arte abstracto,arte abstracto,Q128115
Q183438,Gyula Kosice,premio recibido,Premio Konex,Premio Konex,Q3404922
Q723886,Sebastián,género,arte público,arte público,Q557141
Q520713,Joaquín Torres García,género,arte figurativo,arte figurativo,Q1622217
Q1288359,Félix González-Torres,género,arte conceptual,arte conceptual,Q203209
Q254662,Enrique del Moral,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q1675793,Ivo Perelman,género,jazz,jazz,Q8341
Q604340,Hélio Oiticica,género,instalación artística,instalación artística,Q20437094
Q252019,Ángela Gurría,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q680400,Juan Carlos Cáceres,género,jazz,jazz,Q8341
Q569859,José Ferraz de Almeida Júnior,género,retrato,retrato,Q134307
Q206505,Adolfo Pérez Esquivel,premio recibido,Medalla de Honor del Parlamento de Cataluña,Medalla de Honor del Parlamento de Cataluña,Q2882006
Q235955,Clarice Lispector,premio recibido,Orden del Mérito Cultural,Orden del Mérito Cultural,Q10341322
Q83484,Anthony Quinn,premio recibido,Anexo:Oscar al mejor actor de reparto,Anexo:Oscar al mejor actor de reparto,Q106291
Q1769472,Regina José Galindo,género,arte corporal,arte corporal,Q678649
Q946076,Tomie Ohtake,género,arte abstracto,arte abstracto,Q128115
Q610971,José María Velasco,género,pintura del paisaje,pintura del paisaje,Q191163
Q1343964,Enrique Chagoya,género,social-artistic project,social-artistic project,Q57261466
Q539657,Alicia Penalba,género,arte abstracto,arte abstracto,Q128115
Q177313,Julio Le Parc,premio recibido,Premio Trayectoria del Fondo Nacional de las Artes,Premio Trayectoria del Fondo Nacional de las Artes,Q131377850
Q233207,Leonora Carrington,premio recibido,Oficial de la Orden del Imperio Británico,Oficial de la Orden del Imperio Británico,Q10762848
Q263552,Ana Maria Machado,premio recibido,Orden del Mérito Cultural,Orden del Mérito Cultural,Q10341322
Q522662,Carmen Herrera,género,Abstracción geométrica,Abstracción geométrica,Q2316866
Q1288454,Vik Muniz,género,arte encontrado,arte encontrado,Q572916
Q1435414,Xul Solar,género,retrato,retrato,Q134307
Q177313,Julio Le Parc,premio recibido,Caballero de la Orden Nacional de la Legión de Honor,Caballero de la Orden Nacional de la Legión de Honor,Q10855271
Q186630,Ernesto Sabato,premio recibido,doctor honoris causa por la Universidad de Murcia,doctor honoris causa por la Universidad de Murcia,Q50625921
Q1435414,Xul Solar,género,Abstracción geométrica,Abstracción geométrica,Q2316866
Q2566694,Antonio Berni,género,retrato pictórico,retrato pictórico,Q1400853
Q963975,Luis Felipe Noé,género,arte abstracto,arte abstracto,Q128115
Q177313,Julio Le Parc,premio recibido,Bienal de Venecia,Bienal de Venecia,Q205751
Q206505,Adolfo Pérez Esquivel,premio recibido,Premio Pacem in Terris,Premio Pacem in Terris,Q973645
Q522662,Carmen Herrera,género,arte abstracto,arte abstracto,Q128115
Q522662,Carmen Herrera,género,shaped canvas,shaped canvas,Q1287518
Q1287114,Edmundo Font López,género,poesía,poesía,Q482
Q715363,Arturo Michelena,género,pintura de historia,pintura de historia,Q742333
Q263552,Ana Maria Machado,premio recibido,Premio Hans Christian Andersen,Premio Hans Christian Andersen,Q327154
Q177313,Julio Le Parc,premio recibido,Premio Konex,Premio Konex,Q3404922
Q251613,Fernando Birri,premio recibido,Orden del Mérito Cultural,Orden del Mérito Cultural,Q10341322
Q233207,Leonora Carrington,premio recibido,Premio Caucus,Premio Caucus,Q17019319
Q233207,Leonora Carrington,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q77889,Olga Costa,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q1435414,Xul Solar,género,arte figurativo,arte figurativo,Q1622217
Q235955,Clarice Lispector,premio recibido,Premio Jabuti de Literatura,Premio Jabuti de Literatura,Q772801
Q83484,Anthony Quinn,premio recibido,Estrella del Paseo de la Fama de Hollywood,Estrella del Paseo de la Fama de Hollywood,Q17985761
Q2566694,Antonio Berni,género,arte figurativo,arte figurativo,Q1622217
Q75255,Gerardo Chávez,premio recibido,Gran Oficial de la Orden El Sol del Perú,Gran Oficial de la Orden El Sol del Perú,Q25929447
Q83484,Anthony Quinn,premio recibido,Premio Cecil B. DeMille,Premio Cecil B. DeMille,Q640353
Q251613,Fernando Birri,premio recibido,Beca Guggenheim,Beca Guggenheim,Q1316544
Q263552,Ana Maria Machado,premio recibido,Premio Príncipe Claus,Premio Príncipe Claus,Q569928
Q2117224,Alejandro Otero,género,arte abstracto,arte abstracto,Q128115
Q1797092,Manuel de Araújo Porto-Alegre,género,pintura de historia,pintura de historia,Q742333
Q727090,Dorival Caymmi,género,samba,samba,Q11403
Q1845902,Antonio Herrera Toro,género,retrato,retrato,Q134307
Q263552,Ana Maria Machado,premio recibido,Premio Machado de Assis,Premio Machado de Assis,Q769839
Q263552,Ana Maria Machado,premio recibido,Premio Jabuti de Literatura,Premio Jabuti de Literatura,Q772801
Q171128,Diego Rivera,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q723886,Sebastián,género,geometría,geometría,Q8087
Q206505,Adolfo Pérez Esquivel,premio recibido,doctor honoris causa de la Universidad Nacional Mayor de San Marcos,doctor honoris causa de la Universidad Nacional Mayor de San Marcos,Q49802084
Q963975,Luis Felipe Noé,género,pintura de personaje,pintura de personaje,Q5448026
Q1370813,Estevão Silva,género,bodegón,bodegón,Q170571
Q183438,Gyula Kosice,premio recibido,honorary citizen of Košice,honorary citizen of Košice,Q61755074
Q83484,Anthony Quinn,premio recibido,Premio Donostia del Festival de San Sebastián,Premio Donostia del Festival de San Sebastián,Q908858
Q254662,Enrique del Moral,premio recibido,doctorado honoris causa por la Universidad Nacional Autónoma de México,doctorado honoris causa por la Universidad Nacional Autónoma de México,Q64152520
Q1112847,Sergio de Castro,género,poesía,poesía,Q482
Q1791056,Francisco Stockinger,género,arte figurativo,arte figurativo,Q1622217
Q1239404,José Salomé Pina,género,retrato,retrato,Q134307
Q206505,Adolfo Pérez Esquivel,premio recibido,Premio Nobel de la Paz,Premio Nobel de la Paz,Q35637
Q769610,Frans Krajcberg,género,arte abstracto,arte abstracto,Q128115
Q557774,Fernando del Paso,género,poesía,poesía,Q482
Q186630,Ernesto Sabato,premio recibido,Premio Rosalía de Castro,Premio Rosalía de Castro,Q130852616
Q154842,Max Ernst,premio recibido,Goslarer Kaiserring,Goslarer Kaiserring,Q1538552
Q154842,Max Ernst,premio recibido,Premio Lichtwark,Premio Lichtwark,Q1571055
Q1987203,Nicolás Moreno,género,pintura del paisaje,pintura del paisaje,Q191163
Q154842,Max Ernst,premio recibido,Bienal de Venecia,Bienal de Venecia,Q205751
Q1433115,Alfredo Lobos,género,pintura del paisaje,pintura del paisaje,Q191163
Q657493,Cildo Meireles,género,arte conceptual,arte conceptual,Q203209
Q186630,Ernesto Sabato,premio recibido,Caballero de la Orden Nacional de la Legión de Honor,Caballero de la Orden Nacional de la Legión de Honor,Q10855271
Q1379000,Pedro Lira Rencoret,género,retrato,retrato,Q134307
Q557774,Fernando del Paso,género,teatro,teatro,Q11635
Q1288359,Félix González-Torres,género,social-artistic project,social-artistic project,Q57261466
Q599006,Milton Becerra,género,artes plásticas,artes plásticas,Q1078913
Q491787,Claudio Bravo,premio recibido,Gran Cruz de la Orden Civil de Alfonso X el Sabio,Gran Cruz de la Orden Civil de Alfonso X el Sabio,Q20884576
Q272877,Fernando Botero,premio recibido,Gran Cruz de la Orden de Isabel la Católica,Gran Cruz de la Orden de Isabel la Católica,Q17365974
Q263730,Alejandro Jodorowsky,premio recibido,oficial de la Orden de las Artes y las Letras,oficial de la Orden de las Artes y las Letras,Q13452524
Q263730,Alejandro Jodorowsky,premio recibido,Yellow Kid Award,Yellow Kid Award,Q2600026
Q358158,Sebastião Salgado,premio recibido,Premio Princesa de Asturias de las Artes,Premio Princesa de Asturias de las Artes,Q3319305
Q358158,Sebastião Salgado,premio recibido,Premio Leica Oskar Barnack,Premio Leica Oskar Barnack,Q3405127
Q358158,Sebastião Salgado,premio recibido,Premio Lucie,Premio Lucie,Q16661472
Q358158,Sebastião Salgado,premio recibido,Cherry Kearton Medal and Award,Cherry Kearton Medal and Award,Q17144417
Q463639,Ana Mendieta,premio recibido,Beca Guggenheim,Beca Guggenheim,Q1316544
Q467940,Charly García,premio recibido,doctor honoris causa,doctor honoris causa,Q11415564
Q463639,Ana Mendieta,premio recibido,Premio de Roma,Premio de Roma,Q3405483
Q276510,Ernesto Cardenal,premio recibido,doctor honoris causa por la Universidad de Granada,doctor honoris causa por la Universidad de Granada,Q50610972
Q276510,Ernesto Cardenal,premio recibido,doctor honoris causa por la Universidad de Huelva,doctor honoris causa por la Universidad de Huelva,Q50611819
Q276510,Ernesto Cardenal,premio recibido,doctor honoris causa por la Universidad de Valencia,doctor honoris causa por la Universidad de Valencia,Q50618211
Q290331,Elizabeth Catlett,premio recibido,Candace Award,Candace Award,Q27851929
Q263730,Alejandro Jodorowsky,premio recibido,Orden al Mérito Artístico y Cultural Pablo Neruda,Orden al Mérito Artístico y Cultural Pablo Neruda,Q6052090
Q467940,Charly García,premio recibido,Personalidad Destacada de la Ciudad de Buenos Aires,Personalidad Destacada de la Ciudad de Buenos Aires,Q98594709
Q436741,Beatriz Milhazes,premio recibido,Orden del Mérito Cultural,Orden del Mérito Cultural,Q10341322
Q358158,Sebastião Salgado,premio recibido,Premios Internacionales de Periodismo Rey de España,Premios Internacionales de Periodismo Rey de España,Q7841051
Q358158,Sebastião Salgado,premio recibido,Alfred Eisenstaedt Awards for Magazine Photography,Alfred Eisenstaedt Awards for Magazine Photography,Q28912838
Q266092,Dr. Atl,premio recibido,Medalla Belisario Domínguez,Medalla Belisario Domínguez,Q186338
Q358158,Sebastião Salgado,premio recibido,Knight of the Order of Cultural Merit,Knight of the Order of Cultural Merit,Q62743712
Q450236,Roberto Matta,premio recibido,Praemium Imperiale,Praemium Imperiale,Q268670
Q312855,Paulo Mendes da Rocha,premio recibido,Medalla de Oro del RIBA,Medalla de Oro del RIBA,Q920783
Q312855,Paulo Mendes da Rocha,premio recibido,Golden Lion,Golden Lion,Q55738748
Q326813,Jorge Castillo,premio recibido,Wilhelm Loth Award,Wilhelm Loth Award,Q2571516
Q295233,John Leguizamo,premio recibido,Hull-Warriner Award,Hull-Warriner Award,Q5935804
Q467940,Charly García,premio recibido,Premio Grammy Latino a la Excelencia Musical,Premio Grammy Latino a la Excelencia Musical,Q18345366
Q266092,Dr. Atl,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q377755,Adrián Caetano,premio recibido,Premios Cóndor de Plata,Premios Cóndor de Plata,Q11700336
Q276510,Ernesto Cardenal,premio recibido,Premio Internacional Mario Benedetti,Premio Internacional Mario Benedetti,Q113906230
Q295233,John Leguizamo,premio recibido,Theatre World Special Award,Theatre World Special Award,Q28007416
Q384225,Eduardo Risso,premio recibido,Premio Inkpot,Premio Inkpot,Q2687578
Q263730,Alejandro Jodorowsky,premio recibido,Premio Máquina del Tiempo,Premio Máquina del Tiempo,Q25405526
Q377755,Adrián Caetano,premio recibido,Premio Konex,Premio Konex,Q3404922
Q324030,León Ferrari,premio recibido,Premio Konex de Brillante,Premio Konex de Brillante,Q56872155
Q325503,Raúl Anguiano,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q388589,Humberto Ramos,premio recibido,Premio Inkpot,Premio Inkpot,Q2687578
Q330720,Abraham Zabludovsky,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q326813,Jorge Castillo,premio recibido,Medalla Castelao,Medalla Castelao,Q931702
Q352356,Gunther Gerzso,premio recibido,Beca Guggenheim,Beca Guggenheim,Q1316544
Q358158,Sebastião Salgado,premio recibido,Commander of the Order of Rio Branco,Commander of the Order of Rio Branco,Q59636935
Q450236,Roberto Matta,premio recibido,Premio Princesa de Asturias de las Artes,Premio Princesa de Asturias de las Artes,Q3319305
Q272877,Fernando Botero,premio recibido,Cruz de Plata de la Orden de Boyacá,Cruz de Plata de la Orden de Boyacá,Q106010964
Q276510,Ernesto Cardenal,premio recibido,Doctor honoris causa por la Universidad Veracruzana,Doctor honoris causa por la Universidad Veracruzana,Q89673403
Q450236,Roberto Matta,premio recibido,Medalla de Oro al Mérito en las Bellas Artes,Medalla de Oro al Mérito en las Bellas Artes,Q3753203
Q332041,José Clemente Orozco,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q298814,Fayga Ostrower,premio recibido,Orden del Mérito Cultural,Orden del Mérito Cultural,Q10341322
Q315647,David Alfaro Siqueiros,premio recibido,Bienal de Venecia,Bienal de Venecia,Q205751
Q369214,Vladímir Kibálchich Rusakov,premio recibido,Beca Guggenheim,Beca Guggenheim,Q1316544
Q358158,Sebastião Salgado,premio recibido,Crystal Award,Crystal Award,Q106517969
Q319532,Candido Portinari,premio recibido,Orden del Mérito Cultural,Orden del Mérito Cultural,Q10341322
Q399285,Agustín Hernández Navarro,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q276510,Ernesto Cardenal,premio recibido,honorary doctor of the University of Wuppertal,honorary doctor of the University of Wuppertal,Q96694982
Q450236,Roberto Matta,premio recibido,Premio Nacional de Arte de Chile,Premio Nacional de Arte de Chile,Q6084629
Q272877,Fernando Botero,premio recibido,honorary doctor of the University of Miami,honorary doctor of the University of Miami,Q110471679
Q315647,David Alfaro Siqueiros,premio recibido,Premio Lenin de la Paz,Premio Lenin de la Paz,Q308907
Q377755,Adrián Caetano,premio recibido,Premio Martín Fierro,Premio Martín Fierro,Q775894
Q384225,Eduardo Risso,premio recibido,Yellow Kid Award,Yellow Kid Award,Q2600026
Q298814,Fayga Ostrower,premio recibido,beca Fulbright,beca Fulbright,Q253936
Q315647,David Alfaro Siqueiros,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q276510,Ernesto Cardenal,premio recibido,Orden Nacional José Martí,Orden Nacional José Martí,Q1991972
Q352356,Gunther Gerzso,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q276510,Ernesto Cardenal,premio recibido,Premio de la Paz del Comercio Librero Alemán,Premio de la Paz del Comercio Librero Alemán,Q265920
Q276510,Ernesto Cardenal,premio recibido,Premio Theodor Wanner,Premio Theodor Wanner,Q2417279
Q351430,Luis Nishizawa Flores,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q276510,Ernesto Cardenal,premio recibido,Condecoración Austriaca de las Ciencias y las Artes,Condecoración Austriaca de las Ciencias y las Artes,Q306590
Q290331,Elizabeth Catlett,premio recibido,honorary degree from Spelman College,honorary degree from Spelman College,Q121364143
Q353573,Mike Deodato,premio recibido,Prêmio Angelo Agostini for Master of National Comics,Prêmio Angelo Agostini for Master of National Comics,Q48879222
Q450236,Roberto Matta,premio recibido,Orden al Mérito Docente y Cultural Gabriela Mistral,Orden al Mérito Docente y Cultural Gabriela Mistral,Q9052807
Q384225,Eduardo Risso,premio recibido,Eisner Award for Best Penciller/Inker or Penciller/Inker Team,Eisner Award for Best Penciller/Inker or Penciller/Inker Team,Q20052643
Q351618,Francisco Zúñiga,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q276510,Ernesto Cardenal,premio recibido,Orden Augusto César Sandino,Orden Augusto César Sandino,Q16141095
Q384225,Eduardo Risso,premio recibido,Harvey Award for Best Artist,Harvey Award for Best Artist,Q21588788
Q276510,Ernesto Cardenal,premio recibido,Orden de la Independencia Cultural Rubén Darío,Orden de la Independencia Cultural Rubén Darío,Q3885401
Q276510,Ernesto Cardenal,premio recibido,Premio Reina Sofía de Poesía Iberoamericana,Premio Reina Sofía de Poesía Iberoamericana,Q4377193
Q358158,Sebastião Salgado,premio recibido,Praemium Imperiale,Praemium Imperiale,Q268670
Q263730,Alejandro Jodorowsky,premio recibido,Éléphant d'or du meilleur album de l’année,Éléphant d'or du meilleur album de l’année,Q136512322
Q263730,Alejandro Jodorowsky,premio recibido,Éléphant d'or du public décerné par les lecteurs de la médiathèque de Chambéry,Éléphant d'or du public décerné par les lecteurs de la médiathèque de Chambéry,Q136512327
Q467940,Charly García,premio recibido,Doctor honoris causa de la Universidad de Buenos Aires,Doctor honoris causa de la Universidad de Buenos Aires,Q61792142
Q384225,Eduardo Risso,premio recibido,Eisner Award for Best Painter/Multimedia Artist,Eisner Award for Best Painter/Multimedia Artist,Q25449448
Q276510,Ernesto Cardenal,premio recibido,Premio Iberoamericano de Poesía Pablo Neruda,Premio Iberoamericano de Poesía Pablo Neruda,Q5412278
Q450459,Leon Schidlowsky,premio recibido,Beca Guggenheim,Beca Guggenheim,Q1316544
Q326813,Jorge Castillo,premio recibido,Premio Laxeiro,Premio Laxeiro,Q62915258
Q281090,Vicente do Rego Monteiro,premio recibido,premio Apollinaire,premio Apollinaire,Q478826
Q312855,Paulo Mendes da Rocha,premio recibido,Praemium Imperiale,Praemium Imperiale,Q268670
Q324030,León Ferrari,premio recibido,Beca Guggenheim,Beca Guggenheim,Q1316544
Q358158,Sebastião Salgado,premio recibido,Orden del Mérito Cultural,Orden del Mérito Cultural,Q10341322
Q358158,Sebastião Salgado,premio recibido,Caballero de la Orden Nacional de la Legión de Honor,Caballero de la Orden Nacional de la Legión de Honor,Q10855271
Q380779,Pedro Coronel,premio recibido,Premio Nacional de Ciencias y Artes,Premio Nacional de Ciencias y Artes,Q518740
Q358158,Sebastião Salgado,premio recibido,Premio Erich Salomon,Premio Erich Salomon,Q1253749
Q358158,Sebastião Salgado,premio recibido,Premio internacional de la Fundación Hasselblad,Premio internacional de la Fundación Hasselblad,Q1324112
Q467940,Charly García,premio recibido,doctores honoris causa de la Universidad Nacional de Rosario,doctores honoris causa de la Universidad Nacional de Rosario,Q78093744
Q312855,Paulo Mendes da Rocha,premio recibido,Orden del Mérito Cultural,Orden del Mérito Cultural,Q10341322
Q295233,John Leguizamo,premio recibido,Lucille Lortel Award for Outstanding Lead Actor,Lucille Lortel Award for Outstanding Lead Actor,Q125749677
Q312855,Paulo Mendes da Rocha,premio recibido,Premio Pritzker,Premio Pritzker,Q133160
Q358158,Sebastião Salgado,premio recibido,Premio de la Paz del Comercio Librero Alemán,Premio de la Paz del Comercio Librero Alemán,Q265920
Q295233,John Leguizamo,premio recibido,Premios Primetime Emmy,Premios Primetime Emmy,Q1044427
Q358158,Sebastião Salgado,premio recibido,comendador de las Artes y las Letras,comendador de las Artes y las Letras,Q13452531
Q290331,Elizabeth Catlett,premio recibido,Premio Caucus,Premio Caucus,Q17019319
Q1675793,Ivo Perelman,sello discográfico,CIMP,CIMP,Q1023727
Q1675793,Ivo Perelman,sello discográfico,Cadence Jazz Records,Cadence Jazz Records,Q1025121
Q2566694,Antonio Berni,país de nacionalidad,Argentina,Argentina,Q414
Q711906,Leopoldo Méndez,premio recibido,Beca Guggenheim,Beca Guggenheim,Q1316544
