sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q3413969,Quebradita,instancia de,género musical,género musical,Q188451
Q616425,Pirekua,instancia de,género musical,género musical,Q188451
Q3437861,Rock de México,instancia de,escena de música,escena de música,Q28820001
Q5747877,Canto cardenche,subclase de,a capela,a capela,Q185298
Q616425,Pirekua,subclase de,Música folclórica de México,Música folclórica de México,Q16942070
Q907799,Pasito duranguense,instancia de,tipo de baile,tipo de baile,Q107357104
Q221934,Narcocorrido,país de origen,Estados Unidos,Estados Unidos,Q30
Q4797,conjunto norteño,instancia de,tipo de conjunto/grupo musical,tipo de conjunto/grupo musical,Q105756498
Q221934,Narcocorrido,país de origen,México,México,Q96
Q5612172,Grupero,país de origen,Estados Unidos,Estados Unidos,Q30
Q727634,ranchera,país de origen,México,México,Q96
Q2307786,huayno,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q5643998,trova yucatecona,país de origen,México,México,Q96
Q5731764,Bomba yucateca,instancia de,género musical,género musical,Q188451
Q3413969,Quebradita,subclase de,Cumbia mexicana,Cumbia mexicana,Q6826021
Q2307786,huayno,subclase de,danza folclórica,danza folclórica,Q201022
Q5747877,Canto cardenche,instancia de,género musical,género musical,Q188451
Q5747877,Canto cardenche,subclase de,Música folclórica de México,Música folclórica de México,Q16942070
Q5612172,Grupero,país de origen,México,México,Q96
Q2812726,Banda sinaloense,instancia de,género musical,género musical,Q188451
Q5794671,Cumbia andina mexicana,país de origen,México,México,Q96
Q869210,corrido,instancia de,género musical,género musical,Q188451
Q869210,corrido,subclase de,Música folclórica de México,Música folclórica de México,Q16942070
Q2843815,Picota,instancia de,tipo de baile,tipo de baile,Q107357104
Q3089524,huapango,instancia de,tipo de baile,tipo de baile,Q107357104
Q464129,mariachi,instancia de,tradición musical,tradición musical,Q60733114
Q2307786,huayno,instancia de,género musical,género musical,Q188451
Q5690818,Rock urbano (México),país de origen,México,México,Q96
Q2307786,huayno,país de origen,Virreinato del Perú,Virreinato del Perú,Q211435
Q2307786,huayno,subclase de,música andina,música andina,Q492096
Q3413969,Quebradita,subclase de,danza,danza,Q11639
Q1780056,música norteña,subclase de,música popular,música popular,Q373342
Q907799,Pasito duranguense,instancia de,género musical,género musical,Q188451
Q4797,conjunto norteño,instancia de,género musical,género musical,Q188451
Q1780056,música norteña,instancia de,género musical,género musical,Q188451
Q4797,conjunto norteño,subclase de,Música folclórica de México,Música folclórica de México,Q16942070
Q2812726,Banda sinaloense,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q5690818,Rock urbano (México),instancia de,escena de música,escena de música,Q28820001
Q5643998,trova yucatecona,subclase de,music of Yucatán,music of Yucatán,Q108950417
Q3413969,Quebradita,país de origen,México,México,Q96
Q907799,Pasito duranguense,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q616425,Pirekua,país de origen,México,México,Q96
Q1780056,música norteña,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q2843815,Picota,instancia de,género musical,género musical,Q188451
Q3089524,huapango,instancia de,género musical,género musical,Q188451
Q2843815,Picota,subclase de,Música folclórica de México,Música folclórica de México,Q16942070
Q221934,Narcocorrido,subclase de,corrido,corrido,Q869210
Q869210,corrido,instancia de,forma musical,forma musical,Q862597
Q5731764,Bomba yucateca,país de origen,México,México,Q96
Q5747877,Canto cardenche,país de origen,México,México,Q96
Q464129,mariachi,instancia de,género musical,género musical,Q188451
Q2843815,Picota,subclase de,Baile folclórico de México,Baile folclórico de México,Q5464451
Q3089524,huapango,subclase de,Baile folclórico de México,Baile folclórico de México,Q5464451
Q727634,ranchera,subclase de,composición musical,composición musical,Q207628
Q3437861,Rock de México,subclase de,rock latino,rock latino,Q185162
Q2812726,Banda sinaloense,país de origen,México,México,Q96
Q727634,ranchera,instancia de,tipo de canción,tipo de canción,Q107356781
Q727634,ranchera,instancia de,tipo de obra/composición musical,tipo de obra/composición musical,Q107487333
Q869210,corrido,país de origen,México,México,Q96
Q116782420,Corridos prohibidos,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q98842769,serrieño,país de origen,México,México,Q96
Q6132086,Son istmeño,país de origen,México,México,Q96
Q25101770,Mexican jazz,país de origen,México,México,Q96
Q6132084,Son de tamborileros de Tabasco,país de origen,México,México,Q96
Q7560584,son huasteco,país de origen,México,México,Q96
Q7692752,Tecnocumbia,país de origen,México,México,Q96
Q10932272,Technobanda,subclase de,Banda sinaloense,Banda sinaloense,Q2812726
Q115482626,sonidero,instancia de,tipo de baile,tipo de baile,Q107357104
Q10932272,Technobanda,instancia de,género musical,género musical,Q188451
Q25101770,Mexican jazz,instancia de,escena de música,escena de música,Q28820001
Q9030802,mayapax,país de origen,México,México,Q96
Q108665706,corridos tumbados,país de origen,Estados Unidos,Estados Unidos,Q30
Q7560612,música calentana,país de origen,México,México,Q96
Q6036478,Música de marimba mexicana,subclase de,Música de México,Música de México,Q3397325
Q108665706,corridos tumbados,país de origen,México,México,Q96
Q116782420,Corridos prohibidos,país de origen,Colombia,Colombia,Q739
Q6036478,Música de marimba mexicana,instancia de,género musical,género musical,Q188451
Q101440473,musica sierreña méxicana,país de origen,Sinaloa,Sinaloa,Q80252
Q7801106,música de Tierra Caliente,país de origen,México,México,Q96
Q116782420,Corridos prohibidos,país de origen,México,México,Q96
Q122818238,Norteño-sax,instancia de,género musical,género musical,Q188451
Q101440473,musica sierreña méxicana,subclase de,música norteña,música norteña,Q1780056
Q25101770,Mexican jazz,subclase de,jazz,jazz,Q8341
Q115482626,sonidero,subclase de,Música de México,Música de México,Q3397325
Q99470350,Campirano,subclase de,música norteña,música norteña,Q1780056
Q115482626,sonidero,instancia de,género musical,género musical,Q188451
Q6138490,Tamborazo,país de origen,Zacatecas,Zacatecas,Q80269
Q6132064,Son afromestizo de Costa Chica,instancia de,tipo de baile,tipo de baile,Q107357104
Q108665706,corridos tumbados,subclase de,musica sierreña méxicana,musica sierreña méxicana,Q101440473
Q5794682,cumbia norteña mexicana,instancia de,género musical,género musical,Q188451
Q116782420,Corridos prohibidos,subclase de,musica sierreña méxicana,musica sierreña méxicana,Q101440473
Q5794680,Cumbia del sureste,instancia de,género musical,género musical,Q188451
Q122818238,Norteño-sax,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q101440473,musica sierreña méxicana,instancia de,género musical,género musical,Q188451
Q98909757,Norteño Banda,subclase de,música norteña,música norteña,Q1780056
Q99470350,Campirano,instancia de,género musical,género musical,Q188451
Q28501777,Cumbia sinfónica,instancia de,género musical,género musical,Q188451
Q10932272,Technobanda,país de origen,México,México,Q96
Q17086313,Mexican progressive rock,subclase de,Rock de México,Rock de México,Q3437861
Q6138490,Tamborazo,instancia de,género musical,género musical,Q188451
Q5794682,cumbia norteña mexicana,subclase de,Cumbia mexicana,Cumbia mexicana,Q6826021
Q115482626,sonidero,instancia de,movimiento cultural,movimiento cultural,Q2198855
Q17086313,Mexican progressive rock,instancia de,género musical,género musical,Q188451
Q6138490,Tamborazo,subclase de,Música folclórica de México,Música folclórica de México,Q16942070
Q5794680,Cumbia del sureste,subclase de,Cumbia mexicana,Cumbia mexicana,Q6826021
Q98909757,Norteño Banda,instancia de,género musical,género musical,Q188451
Q99470350,Campirano,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q6132064,Son afromestizo de Costa Chica,instancia de,género musical,género musical,Q188451
Q7692752,Tecnocumbia,subclase de,Technobanda,Technobanda,Q10932272
Q98842769,serrieño,subclase de,música norteña,música norteña,Q1780056
Q6036478,Música de marimba mexicana,país de origen,México,México,Q96
Q6132068,Son arribeño,instancia de,género musical,género musical,Q188451
Q6132074,Son de artesa,instancia de,género musical,género musical,Q188451
Q108665706,corridos tumbados,subclase de,corrido,corrido,Q869210
Q98909757,Norteño Banda,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q122818238,Norteño-sax,país de origen,México,México,Q96
Q101440473,musica sierreña méxicana,instancia de,radiofórmula,radiofórmula,Q589183
Q6036478,Música de marimba mexicana,instancia de,escena de música,escena de música,Q28820001
Q6132064,Son afromestizo de Costa Chica,subclase de,Mexican son,Mexican son,Q6825988
Q115482626,sonidero,país de origen,México,México,Q96
Q98842769,serrieño,instancia de,género musical,género musical,Q188451
Q6132086,Son istmeño,instancia de,género musical,género musical,Q188451
Q25101770,Mexican jazz,subclase de,Música de México,Música de México,Q3397325
Q6132068,Son arribeño,subclase de,Mexican son,Mexican son,Q6825988
Q25101770,Mexican jazz,instancia de,género musical,género musical,Q188451
Q6132084,Son de tamborileros de Tabasco,instancia de,género musical,género musical,Q188451
Q6132074,Son de artesa,subclase de,Mexican son,Mexican son,Q6825988
Q7560584,son huasteco,instancia de,género musical,género musical,Q188451
Q7692752,Tecnocumbia,instancia de,género musical,género musical,Q188451
Q5794682,cumbia norteña mexicana,país de origen,México,México,Q96
Q5794680,Cumbia del sureste,país de origen,México,México,Q96
Q101440473,musica sierreña méxicana,país de origen,Chihuahua,Chihuahua,Q655
Q101440473,musica sierreña méxicana,país de origen,México,México,Q96
Q101440473,musica sierreña méxicana,país de origen,Sonora,Sonora,Q46422
Q6036478,Música de marimba mexicana,subclase de,marimba music,marimba music,Q106876493
Q99470350,Campirano,país de origen,México,México,Q96
Q28501777,Cumbia sinfónica,país de origen,México,México,Q96
Q9030802,mayapax,instancia de,género musical,género musical,Q188451
Q9030802,mayapax,subclase de,Música folclórica de México,Música folclórica de México,Q16942070
Q6132086,Son istmeño,subclase de,Mexican son,Mexican son,Q6825988
Q6132084,Son de tamborileros de Tabasco,subclase de,Mexican son,Mexican son,Q6825988
Q7560584,son huasteco,subclase de,Mexican son,Mexican son,Q6825988
Q7692752,Tecnocumbia,subclase de,Cumbia mexicana,Cumbia mexicana,Q6826021
Q6138490,Tamborazo,país de origen,México,México,Q96
Q17086313,Mexican progressive rock,país de origen,México,México,Q96
Q7560612,música calentana,instancia de,género musical,género musical,Q188451
Q98909757,Norteño Banda,país de origen,México,México,Q96
Q108665706,corridos tumbados,instancia de,género musical,género musical,Q188451
Q7801106,música de Tierra Caliente,instancia de,género musical,género musical,Q188451
Q17086313,Mexican progressive rock,instancia de,escena de música,escena de música,Q28820001
Q116782420,Corridos prohibidos,instancia de,género musical,género musical,Q188451
Q17086313,Mexican progressive rock,subclase de,rock progresivo,rock progresivo,Q49451
Q6132064,Son afromestizo de Costa Chica,país de origen,México,México,Q96
Q6132068,Son arribeño,país de origen,México,México,Q96
Q7560612,música calentana,subclase de,Mexican son,Mexican son,Q6825988
Q28501777,Cumbia sinfónica,subclase de,cumbia sonidera,cumbia sonidera,Q108297224
Q6132074,Son de artesa,país de origen,México,México,Q96
Q108665706,corridos tumbados,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q7801106,música de Tierra Caliente,subclase de,música regional mexicana,música regional mexicana,Q7309098
